,SMILES,gap
43138,O=C1C2COC11COC21,0.2084
43139,O=C1C2OCC11CCC21,0.2076
43140,O=C1C2OCC11COC21,0.2101
43141,O=C1C2OCC11OCC21,0.1961
43142,O=C1C2CCC1C1CC21,0.2208
43143,O=C1C2CCC1C1NC21,0.2254
43144,O=C1C2CCC1C1OC21,0.2267
43145,O=C1C2CCC1N1CC21,0.2003
43146,O=C1C2COC1C1CC21,0.2069
43147,O=C1C2COC1C1NC21,0.2117
43148,O=C1C2COC1C1OC21,0.2119
43149,O=C1C2OCC1N1CC21,0.1934
43150,O=C1C2CCC1C21CC1,0.2285
43151,O=C1C2CCC1C21CN1,0.221
43152,O=C1C2CCC1C21CO1,0.218
43153,O=C1C2COC1C21CC1,0.2054
43154,O=C1C2COC1C21CN1,0.196
43155,O=C1C2COC1C21CO1,0.1915
43156,C#CC1C2CCC1C2=O,0.2276
43157,N#CC1C2CCC1C2=O,0.2296
43158,O=C1C2CNC1C2C#N,0.2108
43159,O=C1C2COC1C2C#C,0.2061
43160,O=C1C2COC1C2C#N,0.2066
43161,O=C1C2CC=CC1CO2,0.2108
43162,O=C1C2CCC1C=CC2,0.2176
43163,O=C1C2CCC1N=CN2,0.1946
43164,O=C1C2CCC1N=CO2,0.1968
43165,O=C1C2CNC1C=CC2,0.21
43166,O=C1C2COC1C=CC2,0.2075
43167,O=C1C2OCC1N=CO2,0.1975
43168,O=C1C2CCC1CCC2,0.221
43169,O=C1C2CCC1COC2,0.221
43170,O=C1C2CCC1OCC2,0.2056
43171,O=C1C2CCC1OCO2,0.1979
43172,O=C1C2CCNC1CN2,0.1973
43173,O=C1C2CCOC1CN2,0.1954
43174,O=C1C2CNC1COC2,0.2098
43175,O=C1C2COC1CCC2,0.2129
43176,O=C1C2CCOC1CO2,0.2016
43177,O=C1C2COC1COC2,0.2107
43178,O=C1C2COC1OCC2,0.2071
43179,N=C1C2OCC22CCN12,0.2295
43180,O=C1C2CCC22CCC12,0.2167
43181,O=C1C2CCC22CCN12,0.2359
43182,O=C1C2CCC22COC12,0.1989
43183,O=C1C2CCC22OCC12,0.2149
43184,O=C1C2CNC22COC12,0.1962
43185,O=C1C2COC22CNC12,0.1961
43186,O=C1C2COC22COC12,0.1965
43187,O=C1C2OCC22CCN12,0.2175
43188,O=C1C2OCC22COC12,0.1869
43189,N=C1N2CCC2C11CO1,0.2256
43190,O=C1C2CCC2C11CC1,0.2154
43191,O=C1C2CCC2C11CN1,0.2104
43192,O=C1C2CCC2C11CO1,0.2
43193,O=C1C2CCN2C11CC1,0.2014
43194,O=C1C2COC2C11CC1,0.215
43195,O=C1C2COC2C11CN1,0.2066
43196,O=C1C2COC2C11CO1,0.1954
43197,O=C1C2OCC2C11CC1,0.1976
43198,O=C1C2OCC2C11CN1,0.1927
43199,O=C1C2OCC2C11CO1,0.1854
43200,O=C1N2CCC2C11CC1,0.2319
43201,O=C1N2CCC2C11CN1,0.2265
43202,O=C1N2CCC2C11CO1,0.2213
43203,O=C1C(C#C)C2CCN12,0.2313
43204,O=C1C(C#N)C2CCN12,0.2341
43205,O=C1C2CCC2C1C#C,0.2096
43206,O=C1C2CCC2C1C#N,0.2168
43207,O=C1C2CCN2C1C#C,0.1972
43208,O=C1C2CCN2C1C#N,0.1988
43209,O=C1C2C[NH2+]C2[C-]1C#N,0.1793
43210,O=C1C2COC2C1C#C,0.2073
43211,O=C1C2COC2C1C#N,0.2165
43212,O=C1C2[NH2+]CC2[C-]1C#N,0.1653
43213,O=C1C2OCC2C1C#C,0.1942
43214,O=C1C2CCC3CC2C13,0.2222
43215,O=C1C2CCC3CN2C13,0.2056
43216,O=C1C2CCC3OC2C13,0.2161
43217,O=C1C2CCN3CC2C13,0.197
43218,O=C1C2CNC3CN2C13,0.2084
43219,O=C1C2COC3CC2C13,0.2245
43220,O=C1C2COC3CN2C13,0.2082
43221,O=C1C2NCC3OC2C13,0.1972
43222,O=C1C2OCC3CC2C13,0.2082
43223,O=C1C2OCC3NC2C13,0.1988
43224,O=C1C2OCC3OC2C13,0.1955
43225,O=C1C2CCCC1C=C2,0.2301
43226,O=C1C2CCOC1C=C2,0.2068
43227,O=C1C2COCC1C=C2,0.2309
43228,O=C1C2OCOC1C=C2,0.1963
43229,O=C1C=C(C#C)C2CC12,0.1684
43230,O=C1C=C(C#C)C2CN12,0.1763
43231,O=C1C=C(C#C)C2NC12,0.1607
43232,O=C1C=C(C#C)C2OC12,0.1585
43233,O=C1C=C(C#N)C2CC12,0.1659
43234,O=C1C=C(C#N)C2NC12,0.1568
43235,O=C1C=C(C#N)C2OC12,0.1552
43236,O=C1C=C2C3C4C(C13)N24,0.1428
43237,O=C1C=C2C3C4C1C2N34,0.1447
43238,O=C1C=C2C3C4C2C1N34,0.1501
43239,O=C1C=C2C3C4C3C1C24,0.1498
43240,O=C1C=C2C3C4C3N1C24,0.1691
43241,O=C1C=C2C=CC3C1C23,0.1631
43242,O=C1C=C2C=CC3C2N13,0.0714
43243,O=C1C=C2CC3CC1C23,0.1804
43244,O=C1C=C2CC3CN1C23,0.1724
43245,O=C1C=C2CC3OC1C23,0.1695
43246,O=C1C=C2CN3CC1C23,0.1718
43247,O=C1C=C2NC3CC1C23,0.1777
43248,O=C1C=C2NC3CN1C23,0.1703
43249,O=C1C=C2CCC3C1C23,0.1794
43250,O=C1C=C2CCC3C2N13,0.1841
43251,O=C1C=C2CCN3C1C23,0.1684
43252,O=C1C=C2COC3C1C23,0.1683
43253,O=C1C=C2NCC3C1C23,0.1775
43254,O=C1C=C2NCC3C2N13,0.1697
43255,O=C1C=CC(=O)C11CC1,0.1583
43256,O=C1C=CC(=O)C11CN1,0.1509
43257,O=C1C=CC(=O)C11CO1,0.1471
43258,O=C1C=CC(=O)C1C#C,0.1468
43259,O=C1C=CC(=O)C2CC12,0.1621
43260,O=C1C=CC(=O)C2NC12,0.1616
43261,O=C1C=CC(=O)C2OC12,0.1621
43262,O=C1C=CC(C#C)C1=O,0.137
43263,O=C1C=CC(C#N)C1=O,0.1399
43264,N=C1C=CC2(CN12)C#N,0.1955
43265,O=C1C=CC2(CC12)C#C,0.1811
43266,O=C1C=CC2(CC12)C#N,0.1855
43267,O=C1C=CC2(CN12)C#C,0.1957
43268,O=C1C=CC2(CN12)C#N,0.1986
43269,O=C1C=CC2(NC12)C#C,0.1703
43270,O=C1C=CC2(NC12)C#N,0.1747
43271,O=C1C=CC2(OC12)C#C,0.1682
43272,O=C1C=CC2(OC12)C#N,0.1709
43273,O=C1C=CC2(CC2)C1=O,0.1405
43274,O=C1C=CC2(CN2)C1=O,0.1373
43275,O=C1C=CC2(CO2)C1=O,0.1381
43276,O=C1C=CC23CC(C2)C13,0.1797
43277,O=C1C=CC23CC(O2)C13,0.1738
43278,O=C1C=CC23CN(C2)C13,0.1675
43279,O=C1C=CC23CC12CC3,0.1809
43280,O=C1C=CC23CC12CO3,0.1769
43281,O=C1C=CC23CC12OC3,0.1803
43282,O=C1C=CC23CCC12N3,0.1669
43283,O=C1C=CC23CCC12O3,0.1781
43284,O=C1C=CC2=CCCC12,0.1632
43285,O=C1C=CC2=CCCN12,0.1516
43286,O=C1C=CC2=CCOC12,0.1567
43287,O=C1C=CC2=NCCN12,0.1648
43288,N=C1C=CC2C(C#N)N12,0.1908
43289,O=C1C=CC2C(C#C)C12,0.184
43290,O=C1C=CC2C(C#C)N12,0.19
43291,O=C1C=CC2C(C#N)C12,0.185
43292,O=C1C=CC2C3CC12C3,0.1795
43293,O=C1C=CC2C3CC12N3,0.1734
43294,O=C1C=CC2C3CC12O3,0.1779
43295,O=C1C=CC2N3CC12C3,0.1549
43296,O=C1C=CC2C3C1CN23,0.168
43297,O=C1C=CC2C3CC1C23,0.1799
43298,O=C1C=CC2C3CC1N23,0.1749
43299,O=C1C=CC2C3CN1C23,0.1744
43300,O=C1C=CC2C3OC1C23,0.1802
43301,O=C1C=CN2C3CC1C23,0.182
43302,O=C1C=CC2C3CC2C13,0.1801
43303,O=C1C=CC2C3CN2C13,0.176
43304,O=C1C=CC2C3OC2C13,0.1724
43305,O=C1C=CC2C1C1CN21,0.1715
43306,O=C1C=CC2C3CC3C12,0.1797
43307,O=C1C=CC2C3CC3N12,0.1997
43308,O=C1C=CC2C3CN3C12,0.1798
43309,O=C1C=CC2C3NC3C12,0.1807
43310,O=C1C=CC2C3OC3C12,0.1857
43311,O=C1C=CC2C=CCC12,0.1904
43312,O=C1C=CC2C=CCN12,0.2102
43313,O=C1C=CC2N=CNC12,0.168
43314,O=C1C=CC2N=COC12,0.1818
43315,O=C1C=CC2CC12C#C,0.1817
43316,O=C1C=CC2CC12C#N,0.1882
43317,O=C1C=CC2NC12C#C,0.172
43318,O=C1C=CC2NC12C#N,0.1781
43319,O=C1C=CC2OC12C#C,0.1698
43320,O=C1C=CC2OC12C#N,0.1748
43321,O=C1C=CN2CC12C#C,0.1888
43322,O=C1C=CN2CC12C#N,0.1918
43323,O=C1C=CC2CC1C=C2,0.1703
43324,O=C1C=CC2OC1C=C2,0.1637
43325,N=C1N2CC2C=CC1=O,0.1564
43326,O=C1C=CC2CC2C1=O,0.1459
43327,O=C1C=CC2CN2C1=O,0.1548
43328,O=C1C=CC2NC2C1=O,0.1448
43329,O=C1C=CC2OC2C1=O,0.1418
43330,O=C1C=CC2CC2C=C1,0.1784
43331,O=C1C=CC2CN2C=C1,0.1614
43332,O=C1C=CC2NC2C=C1,0.1777
43333,O=C1C=CC2OC2C=C1,0.1772
43334,O=C1C=CC2CC3C1N23,0.1787
43335,O=C1C=CC2CC3C2C13,0.1794
43336,O=C1C=CC2CC3C2N13,0.1918
43337,O=C1C=CC2CN3C2C13,0.1807
43338,O=C1C=CC2OC3C2C13,0.1719
43339,O=C1C=CN2CC3C2C13,0.1817
43340,O=C1C=CC2CC=CC12,0.1823
43341,O=C1C=CC2CC=CN12,0.1757
43342,O=C1C=CC2CN=CN12,0.1938
43343,O=C1C=CC2NC=NC12,0.1714
43344,O=C1C=CC2OC=NC12,0.1794
43345,O=C1C=CC2CC1CO2,0.1853
43346,O=C1C=CC2CCC1C2,0.1866
43347,O=C1C=CC2CCC1O2,0.1753
43348,O=C1C=CC2COC1C2,0.1769
43349,O=C1C=CC2COC1O2,0.1719
43350,O=C1C=CC2OCC1O2,0.176
43351,O=C1C=CC2CCC=C12,0.1749
43352,O=C1C=CC2CNC=C12,0.1589
43353,O=C1C=CC2OCC=C12,0.1781
43354,O=C1C=CN2CCN=C12,0.1407
43355,O=C1C=CC2CCCC12,0.1892
43356,O=C1C=CC2CCCN12,0.208
43357,O=C1C=CC2CCOC12,0.1729
43358,O=C1C=CC2COCC12,0.1912
43359,O=C1C=CC2OCCC12,0.1879
43360,O=C1C=CC2OCOC12,0.1735
43361,O=C1C=CC=CC2CC12,0.1604
43362,O=C1C=CC=CC2CN12,0.1752
43363,O=C1C=CC=CC2NC12,0.1611
43364,O=C1C=CC=CC2OC12,0.1648
43365,O=C1C=CCC11CCC1,0.1898
43366,O=C1C=CCC11CCO1,0.1711
43367,O=C1C=CCC11COC1,0.1901
43368,O=C1C=CNC11CCC1,0.1855
43369,O=C1C=CNC11COC1,0.1849
43370,O=C1C=CCC1C1CC1,0.1874
43371,O=C1C=CCC1C1CO1,0.1916
43372,O=C1C=CCC1N1CC1,0.1839
43373,O=C1C=CCN1C1CC1,0.2078
43374,O=C1C=CCC1CC#C,0.1859
43375,O=C1C=CCC1CC#N,0.1918
43376,O=C1C=CCN1CC#C,0.2151
43377,O=C1C=CCN1CC#N,0.2199
43378,O=C1C=CCC2CC1C2,0.1887
43379,O=C1C=CCC2CC1O2,0.1793
43380,O=C1C=CCN2CC1C2,0.1673
43381,O=C1C=CNC2CC1C2,0.1859
43382,O=C1C=CCC2CCC12,0.1823
43383,O=C1C=CCC2CCN12,0.2039
43384,O=C1C=CCC2COC12,0.1741
43385,O=C1C=CCC2OCC12,0.1828
43386,O=C1C=CCN2CCC12,0.1559
43387,O=C1C=CNC2CCC12,0.1822
43388,O=C1C=CNC2CNC12,0.1822
43389,O=C1C=CNC2COC12,0.1797
43390,O=C1C=CCC=CC1=O,0.1534
43391,O=C1C=CCC=CC=C1,0.1739
43392,O=C1C=CCCC11CC1,0.1907
43393,O=C1C=CCCC11CN1,0.188
43394,O=C1C=CCCC11CO1,0.1852
43395,O=C1C=CCNC11CC1,0.1701
43396,O=C1C=CCOC11CC1,0.18
43397,O=C1C=CNCC11CC1,0.1887
43398,O=C1C=CNCC11CN1,0.185
43399,O=C1C=CNCC11CO1,0.1827
43400,O=C1C=CCCC1C#C,0.1879
43401,O=C1C=CCCC1C#N,0.1925
43402,O=C1C=CCNC1C#C,0.1765
43403,O=C1C=CCNC1C#N,0.1805
43404,O=C1C=CCOC1C#C,0.1765
43405,O=C1C=CCOC1C#N,0.1811
43406,O=C1C=CNCC1C#C,0.1899
43407,O=C1C=CNCC1C#N,0.1889
43408,O=C1C=CCCC2CC12,0.1922
43409,O=C1C=CCCC2CN12,0.2112
43410,O=C1C=CCCC2NC12,0.1895
43411,O=C1C=CCCC2OC12,0.19
43412,O=C1C=CCCN2CC12,0.1841
43413,O=C1C=CCOC2CC12,0.19
43414,O=C1C=CNCC2CC12,0.1914
43415,O=C1C=CNCC2CN12,0.2032
43416,O=C1C=CNCC2NC12,0.1854
43417,O=C1C=CNCC2OC12,0.1838
43418,O=C1C=CCCCC=C1,0.1816
43419,O=C1C=CCCNC=C1,0.1716
43420,O=C1C=CCOCC=C1,0.1836
43421,N=C1NC(=N)C(=O)C=C1,0.1399
43422,N=C1NC(=O)C(=O)C=C1,0.1478
43423,N=C1NC(=O)C=CC1=O,0.1595
43424,N=C1OC(=O)C(=O)C=C1,0.1521
43425,N=C1OC(=O)C=CC1=O,0.1585
43426,O=C1NC(=O)C(=O)C=C1,0.1434
43427,N=C1NC(=N)C(=C1)C#N,0.1638
43428,N=C1NC(=O)C(=C1)C#C,0.1688
43429,N=C1NC(=O)C(=C1)C#N,0.1748
43430,N=C1NC(=O)C=C1C#C,0.1715
43431,N=C1NC(=O)C=C1C#N,0.1725
43432,N=C1OC(=O)C(=C1)C#C,0.1689
43433,N=C1OC(=O)C(=C1)C#N,0.1815
43434,N=C1OC(=O)C=C1C#C,0.1735
43435,N=C1OC(=O)C=C1C#N,0.1789
43436,O=C1CC(=O)C(=C1)C#C,0.1485
43437,O=C1NC(=O)C(=C1)C#C,0.167
43438,N=C1CC(=O)C2(CC2)O1,0.2183
43439,N=C1CC2(CC2)C(=O)N1,0.2515
43440,N=C1CC2(CC2)C(=O)O1,0.2634
43441,N=C1CC2(CN2)C(=O)N1,0.2402
43442,N=C1CC2(CN2)C(=O)O1,0.2485
43443,N=C1CC2(CO2)C(=O)N1,0.2404
43444,N=C1CC2(CO2)C(=O)O1,0.2493
43445,N=C1NC(=N)C2(CC2)O1,0.2493
43446,N=C1NC(=O)C2(CC2)N1,0.2254
43447,N=C1NC(=O)C2(CC2)O1,0.2429
43448,N=C1NC(=O)CC11CC1,0.25
43449,N=C1NC(=O)CC11CN1,0.2386
43450,N=C1NC(=O)CC11CO1,0.2455
43451,N=C1NC(=O)NC11CC1,0.2419
43452,N=C1NC(=O)OC11CC1,0.2565
43453,N=C1OC(=O)CC11CC1,0.263
43454,N=C1OC(=O)CC11CN1,0.2453
43455,N=C1OC(=O)CC11CO1,0.2589
43456,N=C1OC(=O)NC11CC1,0.2488
43457,N=C1OC(=O)OC11CC1,0.2665
43458,O=C1CC(=O)C2(CC2)C1,0.1979
43459,O=C1CC(=O)C2(CC2)N1,0.2104
43460,O=C1CC(=O)C2(CC2)O1,0.2134
43461,O=C1CC(=O)C2(CN2)C1,0.1964
43462,O=C1CC(=O)C2(CO2)C1,0.1925
43463,O=C1CC2(CC2)C(=O)N1,0.2399
43464,O=C1CC2(CN2)C(=O)N1,0.2345
43465,O=C1CC2(CO2)C(=O)N1,0.234
43466,N=C1NC(=N)C2CC1O2,0.2406
43467,N=C1NC(=O)C2CC1C2,0.244
43468,N=C1NC(=O)C2CC1N2,0.2312
43469,N=C1NC(=O)C2CC1O2,0.2327
43470,N=C1OC(=O)C2CC1C2,0.2547
43471,N=C1OC(=O)C2CC1N2,0.2372
43472,N=C1OC(=O)C2CC1O2,0.2404
43473,O=C1CC(=O)C2CC1C2,0.2148
43474,O=C1[CH-]C(=O)C2CC1[NH2+]2,0.184
43475,O=C1NC(=O)C2CC1C2,0.2332
43476,O=C1NC(=O)C2CC1N2,0.2251
43477,O=C1NC(=O)C2CC1O2,0.2256
43478,N=C1NC(=O)C2CCC12,0.2472
43479,N=C1NC(=O)C2CCN12,0.2298
43480,N=C1NC(=O)C2CNC12,0.2315
43481,N=C1NC(=O)C2COC12,0.2386
43482,N=C1NC(=O)C2OCC12,0.23
43483,N=C1NC(=O)N2CCC12,0.2508
43484,N=C1OC(=O)C2CCC12,0.2594
43485,N=C1OC(=O)C2CNC12,0.2363
43486,N=C1OC(=O)C2COC12,0.2489
43487,N=C1OC(=O)C2NCC12,0.2311
43488,N=C1OC(=O)C2OCC12,0.2376
43489,N=C1OC(=O)N2CCC12,0.2609
43490,O=C1CC(=O)C2CCC12,0.1942
43491,O=C1CC(=O)C2OCC12,0.1874
43492,O=C1CC(=O)N2CCC12,0.1981
43493,O=C1NC(=O)C2CCC12,0.236
43494,O=C1NC(=O)C2OCC12,0.223
43495,O=C1NC(=O)N2CCC12,0.2403
43496,N=C1CC(=N)NC(=O)N1,0.2406
43497,N=C1CC(=N)OC(=O)N1,0.2459
43498,N=C1CC(=O)CC(=O)N1,0.2197
43499,N=C1CC(=O)NC(=O)N1,0.2319
43500,N=C1CC(=O)NC(=O)O1,0.238
43501,O=C1CC(=O)NC(=O)C1,0.2164
43502,N=C1NC(=CC1=O)C#C,0.1385
43503,N=C1NC(=CC1=O)C#N,0.1384
43504,O=C1CC(=CC1=O)C#C,0.13
43505,O=C1CC(=CC1=O)C#N,0.1269
43506,O=C1NC(=CC1=O)C#C,0.1363
43507,N=C1CC(=O)C(N1)C#N,0.2018
43508,N=C1CC(=O)C(O1)C#C,0.212
43509,N=C1CC(C#C)C(=O)N1,0.2454
43510,N=C1CC(C#C)C(=O)O1,0.2553
43511,N=C1CC(C#N)C(=O)N1,0.2497
43512,N=C1NC(=N)C(O1)C#C,0.2497
43513,N=C1NC(=O)C(O1)C#C,0.2519
43514,N=C1NC(=O)CC1C#C,0.246
43515,N=C1NC(=O)CC1C#N,0.2495
43516,N=C1NC(=O)NC1C#C,0.2584
43517,N=C1NC(=O)OC1C#C,0.2648
43518,N=C1NC(C#C)C(=O)N1,0.2355
43519,N=C1NC(=[NH2+])N[C-]1C#N,0.1497
43520,N=C1OC(=O)CC1C#C,0.2596
43521,N=C1OC(=O)CC1C#N,0.2623
43522,N=C1OC(=O)NC1C#C,0.2703
43523,N=C1OC(=O)OC1C#C,0.2706
43524,O=C1CC(=O)C(N1)C#C,0.2058
43525,O=C1CC(C#C)C(=O)C1,0.1967
43526,O=C1CC(C#C)C(=O)N1,0.236
43527,N=C1NC(C#C)C11CN1,0.2606
43528,N=C1NC(C#C)C11CO1,0.2556
43529,N=C1NC(C#N)C11CN1,0.2627
43530,N=C1NC(C#N)C11CO1,0.2582
43531,N=C1OC(C#C)C11CC1,0.2697
43532,N=C1OC(C#C)C11CN1,0.2637
43533,N=C1OC(C#C)C11CO1,0.2659
43534,N=C1OC(C#N)C11CC1,0.2682
43535,N=C1OC(C#N)C11CN1,0.262
43536,N=C1OC(C#N)C11CO1,0.2712
43537,O=C1CC(C#C)C11CC1,0.2183
43538,O=C1CC(C#C)C11CN1,0.2104
43539,O=C1CC(C#C)C11CO1,0.2011
43540,O=C1CC(C#N)C11CC1,0.22
43541,O=C1CC(C#N)C11CN1,0.2143
43542,O=C1CC(C#N)C11CO1,0.2054
43543,O=C1NC(C#C)C11CC1,0.2675
43544,O=C1NC(C#C)C11CN1,0.2612
43545,O=C1NC(C#C)C11CO1,0.2517
43546,O=C1OC(C#C)C11CC1,0.2739
43547,O=C1OC(C#C)C11CN1,0.2597
43548,O=C1OC(C#C)C11CO1,0.2509
43549,O=C1OC(C#N)C11CC1,0.2752
43550,O=C1OC(C#N)C11CN1,0.2625
43551,O=C1OC(C#N)C11CO1,0.257
43552,N=C1NC(C#C)C1C#N,0.2614
43553,N=C1NC(C#N)C1C#C,0.2596
43554,N=C1NC(C#N)C1C#N,0.26
43555,N=C1OC(C#C)C1C#C,0.2715
43556,N=C1OC(C#C)C1C#N,0.2777
43557,N=C1OC(C#N)C1C#C,0.2657
43558,N=C1OC(C#N)C1C#N,0.2793
43559,O=C1CC(C#C)C1C#C,0.2122
43560,O=C1CC(C#C)C1C#N,0.2194
43561,O=C1CC(C#N)C1C#C,0.2107
43562,O=C1CC(C#N)C1C#N,0.2203
43563,O=C1NC(C#C)C1C#C,0.2612
43564,O=C1OC(C#C)C1C#C,0.2634
43565,O=C1OC(C#C)C1C#N,0.2714
43566,O=C1OC(C#N)C1C#C,0.2617
43567,N=C1NC(C#C)C2OC12,0.2516
43568,N=C1NC(C#N)C2OC12,0.2548
43569,N=C1OC(C#C)C2CC12,0.2752
43570,N=C1OC(C#C)C2CN12,0.2692
43571,N=C1OC(C#C)C2NC12,0.2648
43572,N=C1OC(C#C)C2OC12,0.269
43573,N=C1OC(C#N)C2CC12,0.2745
43574,N=C1OC(C#N)C2CN12,0.2668
43575,N=C1OC(C#N)C2NC12,0.2644
43576,N=C1OC(C#N)C2OC12,0.2692
43577,O=C1CC(C#C)C2CC12,0.225
43578,O=C1CC(C#C)C2CN12,0.2377
43579,O=C1CC(C#C)C2NC12,0.2155
43580,O=C1CC(C#C)C2OC12,0.2122
43581,O=C1CC(C#C)N2CC12,0.2161
43582,O=C1CC(C#N)C2CC12,0.2266
43583,O=C1CC(C#N)C2CN12,0.2415
43584,O=C1CC(C#N)C2NC12,0.2161
43585,O=C1CC(C#N)C2OC12,0.2133
43586,O=C1CC(C#N)N2CC12,0.2198
43587,O=C1NC(C#C)C2CC12,0.2674
43588,O=C1NC(C#C)C2CN12,0.2779
43589,O=C1NC(C#C)C2NC12,0.2554
43590,O=C1NC(C#C)C2OC12,0.2514
43591,O=C1NC(C#N)C2CN12,0.2766
43592,O=C1OC(C#C)C2CC12,0.272
43593,O=C1OC(C#C)C2CN12,0.2828
43594,O=C1OC(C#C)C2NC12,0.2523
43595,O=C1OC(C#C)C2OC12,0.2504
43596,O=C1OC(C#N)C2CC12,0.2729
43597,O=C1OC(C#N)C2CN12,0.2832
43598,O=C1OC(C#N)C2NC12,0.2523
43599,O=C1OC(C#N)C2OC12,0.251
43600,N=C1CC(N1)(C#C)C#C,0.248
43601,N=C1CC(N1)(C#C)C#N,0.2466
43602,N=C1CC(N1)(C#N)C#N,0.2432
43603,N=C1CC(O1)(C#C)C#C,0.2541
43604,N=C1CC(O1)(C#C)C#N,0.2545
43605,N=C1CC(O1)(C#N)C#N,0.2538
43606,O=C1CC(C1)(C#C)C#C,0.2179
43607,O=C1CC(C1)(C#C)C#N,0.2213
43608,O=C1CC(C1)(C#N)C#N,0.2229
43609,O=C1CC(N1)(C#C)C#C,0.2567
43610,O=C1CC(O1)(C#C)C#C,0.2556
43611,O=C1CC(O1)(C#C)C#N,0.2565
43612,O=C1CC(O1)(C#N)C#N,0.2581
43613,N=C1CC(O1)C#CC#C,0.2174
43614,N=C1CC(O1)C#CC#N,0.2208
43615,O=C1CC(C1)C#CC#C,0.2126
43616,O=C1CC(C1)C#CC#N,0.2186
43617,O=C1CC(N1)C#CC#C,0.2177
43618,O=C1CC(N1)C#CC#N,0.2132
43619,O=C1CC(O1)C#CC#C,0.2173
43620,O=C1CC(O1)C#CC#N,0.2248
43621,N=C1CC(O1)C1CCC1,0.2888
43622,N=C1CC(O1)C1CCO1,0.2847
43623,N=C1CC(O1)C1COC1,0.2797
43624,O=C1CC(C1)C1CCC1,0.2227
43625,O=C1CC(C1)C1CCO1,0.2255
43626,O=C1CC(C1)C1COC1,0.2228
43627,O=C1CC(N1)C1CCC1,0.2853
43628,O=C1CC(N1)C1CCO1,0.2845
43629,O=C1CC(N1)C1COC1,0.2839
43630,O=C1CC(O1)C1CCC1,0.2858
43631,O=C1CC(O1)C1CCO1,0.2753
43632,O=C1CC(O1)C1COC1,0.2659
43633,O=C1CN(C1)C1CCC1,0.2057
43634,O=C1CN(C1)C1COC1,0.2089
43635,N=C1OC(C=C1)C1CC1,0.2132
43636,N=C1OC(C=C1)C1CN1,0.2062
43637,N=C1OC(C=C1)C1CO1,0.2115
43638,O=C1CC(C=C1)C1CC1,0.1922
43639,O=C1CC(C=C1)C1CO1,0.1927
43640,O=C1CC(C=C1)N1CC1,0.1922
43641,O=C1NC(C=C1)C1CC1,0.2147
43642,O=C1NC(C=C1)C1CN1,0.2126
43643,O=C1OC(C=C1)C1CC1,0.2261
43644,N=C1OC(CC#C)C=C1,0.2124
43645,N=C1OC(CC#N)C=C1,0.2145
43646,O=C1CC(CC#C)C=C1,0.1928
43647,O=C1CC(CC#N)C=C1,0.1923
43648,O=C1NC(CC#C)C=C1,0.2127
43649,O=C1NC(CC#N)C=C1,0.2114
43650,O=C1OC(CC#C)C=C1,0.224
43651,N=C1NC(CC1=O)C#C,0.18
43652,N=C1NC(CC1=O)C#N,0.183
43653,N=C1OC(CC1=O)C#C,0.1884
43654,N=C1OC(CC1=O)C#N,0.189
43655,N=C1OC(OC1=N)C#C,0.2355
43656,N=C1OC(OC1=O)C#C,0.2281
43657,O=C1CC(CC1=O)C#C,0.1445
43658,O=C1CC(CC1=O)C#N,0.1451
43659,O=C1CC(NC1=O)C#C,0.1728
43660,O=C1CC(OC1=O)C#C,0.1721
43661,O=C1CC(OC1=O)C#N,0.1728
43662,O=C1OC(OC1=O)C#C,0.2103
43663,N=C1CC(CC2CC2)O1,0.2888
43664,N=C1CC(CC2CO2)O1,0.2895
43665,N=C1CC(CN2CC2)O1,0.2782
43666,O=C1CC(C1)OC1CC1,0.2193
43667,O=C1CC(CC2CC2)C1,0.2231
43668,O=C1CC(CC2CC2)N1,0.2836
43669,O=C1CC(CC2CC2)O1,0.2856
43670,O=C1CC(CC2CO2)C1,0.2226
43671,O=C1CC(CC2CO2)N1,0.2826
43672,O=C1CC(CC2CO2)O1,0.281
43673,O=C1CC(CN2CC2)C1,0.2218
43674,O=C1CC(CN2CC2)N1,0.283
43675,O=C1CC(CN2CC2)O1,0.2645
43676,O=C1CN(CC2CC2)C1,0.2073
43677,O=C1CN(CC2CN2)C1,0.2092
43678,O=C1CN(CC2CO2)C1,0.2103
43679,N=C1OC(CC=C1)C#C,0.2157
43680,N=C1OC(CC=C1)C#N,0.2175
43681,O=C1CC(CC=C1)C#C,0.1879
43682,O=C1CC(CC=C1)C#N,0.1884
43683,O=C1CC(NC=C1)C#C,0.1895
43684,O=C1CC(NC=C1)C#N,0.1909
43685,O=C1NC(CC=C1)C#C,0.2075
43686,O=C1OC(CC=C1)C#C,0.2156
43687,O=C1OC(CC=C1)C#N,0.218
43688,N=C1CC(CCC#C)O1,0.2885
43689,N=C1CC(CCC#N)O1,0.2916
43690,O=C1CC(C1)NCC#N,0.2148
43691,O=C1CC(C1)OCC#C,0.2214
43692,O=C1CC(C1)OCC#N,0.2216
43693,O=C1CC(CCC#C)C1,0.2231
43694,O=C1CC(CCC#C)N1,0.2829
43695,O=C1CC(CCC#C)O1,0.2762
43696,O=C1CC(CCC#N)C1,0.2232
43697,O=C1CC(CCC#N)N1,0.2812
43698,O=C1CC(CCC#N)O1,0.2865
43699,O=C1CN(CCC#C)C1,0.2094
43700,O=C1CN(CCC#N)C1,0.2139
43701,N=C1CC2(O1)C1CC2C1,0.2854
